204	3771619	20.000012	0.000005	36.688319
408	3643039	20.000034	0.000005	70.875043
816	3707512	20.000025	0.000005	144.258786
1632	3584968	20.000027	0.000006	278.981203
3264	3072958	20.000015	0.000007	478.273744
6528	1829777	20.000011	0.000011	569.571385
13056	1578693	20.000028	0.000013	982.827518
26112	1210751	20.000079	0.000017	1507.520925
52224	848442	20.000025	0.000024	2112.816793
104448	590260	20.000017	0.000034	2939.768986
208896	294952	20.000062	0.000068	2937.989330
